date,home_team,away_team,home_score,away_score,competition,stadium,city,country
2/4/1922,Scotland,Wales,9,9,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland
2/11/1922,Ireland,England,3,12,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/25/1922,England,France,11,11,1922 Five Nations Championship,Twickenham,London,England
2/25/1922,Scotland,Ireland,6,3,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland
3/11/1922,Wales,Ireland,11,5,1922 Five Nations Championship,St Helen's,Swansea,Wales
3/18/1922,England,Scotland,11,5,1922 Five Nations Championship,Twickenham Stadium,London,England
3/23/1922,France,Wales,3,11,1922 Five Nations Championship,Stade Colombes,Paris,France
4/8/1922,Ireland,France,8,3,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland
1/20/1923,Scotland,France,16,3,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland
1/20/1923,England,Wales,7,3,1923 Five Nations Championship,Twickenham,London,England
2/3/1923,Wales,Scotland,8,11,1923 Five Nations Championship,National Stadium,Cardiff,Wales
2/10/1923,England,Ireland,23,5,1923 Five Nations Championship,Welford Road,Leicester,England
2/24/1923,Ireland,Scotland,3,13,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/24/1923,Wales,France,16,8,1923 Five Nations Championship,St Helen's,Swansea,Wales
3/10/1923,Ireland,Wales,5,4,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/17/1923,Scotland,England,6,8,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland
4/2/1923,France,England,3,12,1923 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
4/14/1923,France,Ireland,14,8,1923 Five Nations Championship,Colombes,Paris,France
1/1/1924,France,Scotland,12,10,1924 Five Nations Championship,Stade Pershing,Vincennes,France
1/19/1924,Wales,England,9,17,1924 Five Nations Championship,St Helen's,Swansea,Wales
1/26/1924,Ireland,France,6,0,1924 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/2/1924,Scotland,Wales,35,10,1924 Five Nations Championship,Inverleith,Edinburgh,Scotland
2/9/1924,Ireland,England,3,14,1924 Five Nations Championship,Ravenhill,Belfast,Ireland
2/23/1924,England,France,19,7,1924 Five Nations Championship,Twickenham,London,England
2/23/1924,Scotland,Ireland,13,8,1924 Five Nations Championship,Inverleith,Edinburgh,Scotland
3/8/1924,Wales,Ireland,10,13,1924 Five Nations Championship,National Stadium,Cardiff,Wales
3/15/1924,England,Scotland,19,0,1924 Five Nations Championship,Twickenham Stadium,London,England
3/27/1924,France,Wales,6,10,1924 Five Nations Championship,Stade Colombes,Paris,France
11/1/1924,Ireland,New Zealand,0,6,"1924–25 New Zealand rugby union tour of Britain, Ireland and France",Lansdowne Road,Dublin,Ireland
11/29/1924,Wales,New Zealand,0,19,"1924–25 New Zealand tour of France, Great Britain and Ireland",St Helen's,Swansea,Wales
1/1/1925,France,Ireland,3,9,1925 Five Nations Championship,Colombes,Paris,France
1/3/1925,England,New Zealand,11,17,"1924–25 New Zealand rugby union tour of Britain, Ireland and France",Twickenham,London,England
1/17/1925,England,Wales,12,6,1925 Five Nations Championship,Twickenham,London,England
1/18/1925,France,New Zealand,6,30,1924–25 New Zealand tour,Stade des Ponts Jumeaux,Toulouse,France
2/7/1925,Wales,Scotland,14,24,1925 Five Nations Championship,St Helen's,Swansea,Wales
2/14/1925,England,Ireland,6,6,1925 Five Nations Championship,Twickenham,London,England
2/21/1925,Scotland,France,25,4,1925 Five Nations Championship,Inverleith,Edinburgh,Scotland
2/28/1925,Wales,France,11,5,1925 Five Nations Championship,National Stadium,Cardiff,Wales
2/28/1925,Ireland,Scotland,8,14,1925 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/14/1925,Ireland,Wales,19,3,1925 Five Nations Championship,Ravenhill,Belfast,Ireland
3/21/1925,Scotland,England,14,11,1925 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
4/13/1925,France,England,11,13,1925 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
1/1/1926,Ireland,France,11,0,1926 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland
1/2/1926,France,Scotland,6,20,1926 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
1/16/1926,Wales,England,3,3,1926 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
2/6/1926,Scotland,Wales,8,5,1926 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/13/1926,Ireland,England,19,15,1926 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/27/1926,England,France,11,0,1926 Five Nations Championship,Twickenham,London,England
2/27/1926,Scotland,Ireland,0,3,1926 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/13/1926,Wales,Ireland,11,8,1926 Five Nations Championship,St Helen's,Swansea,Wales
3/20/1926,England,Scotland,9,17,1926 Five Nations Championship,Twickenham Stadium,London,England
4/5/1926,France,Wales,5,7,1926 Five Nations Championship,Stade Colombes,Paris,France
1/1/1927,France,Ireland,3,8,1927 Five Nations Championship,Colombes,Paris,France
1/15/1927,England,Wales,11,9,1927 Five Nations Championship,Twickenham,London,England
1/22/1927,Scotland,France,23,6,1927 Five Nations Championship,Murrayfield,Edinburgh,Scotland
2/5/1927,Wales,Scotland,0,5,1927 Five Nations Championship,National Stadium,Cardiff,Wales
2/12/1927,England,Ireland,8,6,1927 Five Nations Championship,Twickenham,London,England
2/26/1927,Ireland,Scotland,6,0,1927 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/26/1927,Wales,France,25,7,1927 Five Nations Championship,St Helen's,Swansea,Wales
3/12/1927,Ireland,Wales,19,9,1927 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/19/1927,Scotland,England,21,13,1927 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
4/2/1927,France,England,3,0,1927 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
11/12/1927,Ireland,Australia,3,5,"1927–28 Waratahs tour of the British Isles, France and Canada",Lansdowne Road,Dublin,Ireland
11/26/1927,Wales,Australia,8,18,1927–28 Waratahs tour of Europe and North America,National Stadium,Cardiff,Wales
12/17/1927,Scotland,Australia,10,8,"1927–28 New South Wales tour of Great Britain, Ireland and France",Murrayfield Stadium,Edinburgh,Scotland
1/2/1928,France,Scotland,6,15,1928 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
1/7/1928,England,Australia,18,11,"1927–28 New South Wales tour of Great Britain, Ireland and France",Twickenham Stadium,London,England
1/21/1928,Wales,England,8,10,1928 Five Nations Championship,St Helen's,Swansea,Wales
1/22/1928,France,Australia,8,11,"1927–28 New South Wales tour of Great Britain, Ireland and France",Stade Yves-du-Manoir,Colombes,France
1/28/1928,Ireland,France,12,8,1928 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland
2/4/1928,Scotland,Wales,0,13,1928 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/11/1928,Ireland,England,6,7,1928 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/25/1928,Scotland,Ireland,5,13,1928 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/25/1928,England,France,18,8,1928 Five Nations Championship,Twickenham,London,England
3/10/1928,Wales,Ireland,10,13,1928 Five Nations Championship,National Stadium,Cardiff,Wales
3/17/1928,England,Scotland,6,0,1928 Five Nations Championship,Twickenham Stadium,London,England
4/9/1928,France,Wales,8,3,1928 Five Nations Championship,Stade Colombes,Paris,France
6/30/1928,South Africa,New Zealand,17,0,1928 New Zealand tour,Kingsmead,Durban,South Africa
7/21/1928,South Africa,New Zealand,6,7,1928 New Zealand tour,Ellis Park,Johannesburg,South Africa
8/18/1928,South Africa,New Zealand,11,6,1928 New Zealand tour,Crusaders Ground,Port Elizabeth,South Africa
9/1/1928,South Africa,New Zealand,5,13,1928 New Zealand tour,Newlands,Cape Town,South Africa
12/31/1928,France,Ireland,0,6,1929 Five Nations Championship,Colombes,Paris,France
1/19/1929,England,Wales,8,3,1929 Five Nations Championship,Twickenham,London,England
1/19/1929,Scotland,France,6,3,1929 Five Nations Championship,Murrayfield,Edinburgh,Scotland
2/2/1929,Wales,Scotland,14,7,1929 Five Nations Championship,St Helen's,Swansea,Wales
2/9/1929,England,Ireland,5,6,1929 Five Nations Championship,Twickenham,London,England
2/23/1929,Wales,France,8,3,1929 Five Nations Championship,National Stadium,Cardiff,Wales
2/23/1929,Ireland,Scotland,7,16,1929 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/9/1929,Ireland,Wales,5,5,1929 Five Nations Championship,Ravenhill,Belfast,Ireland
3/16/1929,Scotland,England,12,6,1929 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
4/1/1929,France,England,6,16,1929 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
7/6/1929,Australia,New Zealand,8,9,1929 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
7/20/1929,Australia,New Zealand,17,9,1929 New Zealand tour of Australia,Brisbane Exhibition Ground,Brisbane,Australia
7/27/1929,Australia,New Zealand,15,13,1929 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
1/1/1930,France,Scotland,7,3,1930 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
1/18/1930,Wales,England,3,11,1930 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
1/25/1930,Ireland,France,0,5,1930 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland
2/1/1930,Scotland,Wales,12,9,1930 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/8/1930,Ireland,England,4,3,1930 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/22/1930,Scotland,Ireland,11,14,1930 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/22/1930,England,France,11,5,1930 Five Nations Championship,Twickenham,London,England
3/8/1930,Wales,Ireland,12,7,1930 Five Nations Championship,St Helen's,Swansea,Wales
3/15/1930,England,Scotland,0,0,1930 Five Nations Championship,Twickenham Stadium,London,England
4/21/1930,France,Wales,0,11,1930 Five Nations Championship,Stade Colombes,Paris,France
1/1/1931,France,Ireland,3,0,1931 Five Nations Championship,Colombes,Paris,France
1/17/1931,England,Wales,11,11,1931 Five Nations Championship,Twickenham,London,England
1/24/1931,Scotland,France,6,4,1931 Five Nations Championship,Murrayfield,Edinburgh,Scotland
2/7/1931,Wales,Scotland,13,8,1931 Five Nations Championship,National Stadium,Cardiff,Wales
2/14/1931,England,Ireland,5,6,1931 Five Nations Championship,Twickenham,London,England
2/28/1931,Ireland,Scotland,8,5,1931 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/28/1931,Wales,France,35,3,1931 Five Nations Championship,St Helen's,Swansea,Wales
3/14/1931,Ireland,Wales,3,15,1931 Five Nations Championship,Ravenhill,Belfast,Ireland
3/21/1931,Scotland,England,28,19,1931 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
4/6/1931,France,England,14,13,1931 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
9/12/1931,New Zealand,Australia,20,13,1931 Australia tour of New Zealand,Eden Park,Auckland,New Zealand
12/5/1931,Wales,South Africa,3,8,1931–32 South Africa tour of Great Britain and Ireland,St. Helen's,Swansea,Wales
12/19/1931,Ireland,South Africa,3,8,1931–32 South Africa rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland
1/2/1932,England,South Africa,0,7,1931-32 South Africa rugby union tour of Britain and Ireland,Twickenham,London,England
1/16/1932,Scotland,South Africa,3,6,1931–32 South Africa rugby union tour of Britain and Ireland,Murrayfield,Edinburgh,Scotland
1/16/1932,Wales,England,12,5,1932 Home Nations Championship,St Helen's,Swansea,Wales
2/6/1932,Scotland,Wales,0,6,1932 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/13/1932,Ireland,England,8,11,1932 Home Nations Championship,Lansdowne Road,Dublin,Ireland
2/27/1932,Scotland,Ireland,8,20,1932 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/12/1932,Wales,Ireland,10,12,1932 Home Nations Championship,National Stadium,Cardiff,Wales
3/19/1932,England,Scotland,16,3,1932 Home Nations Championship,Twickenham Stadium,London,England
7/2/1932,Australia,New Zealand,22,17,1932 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
7/16/1932,Australia,New Zealand,3,21,1932 New Zealand tour of Australia,Brisbane Exhibition Ground,Brisbane,Australia
7/23/1932,Australia,New Zealand,13,21,1932 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
1/21/1933,England,Wales,3,7,1933 Home Nations Championship,Twickenham,London,England
2/4/1933,Wales,Scotland,3,11,1933 Home Nations Championship,St Helen's,Swansea,Wales
2/11/1933,England,Ireland,17,6,1933 Home Nations Championship,Twickenham,London,England
3/11/1933,Ireland,Wales,10,5,1933 Home Nations Championship,Ravenhill,Belfast,Ireland
3/18/1933,Scotland,England,3,0,1933 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
4/1/1933,Ireland,Scotland,6,8,1933 Home Nations Championship,Lansdowne Road,Dublin,Ireland
7/8/1933,South Africa,Australia,17,3,1933 Australia tour of South Africa,Newlands Stadium,Cape Town,South Africa
7/22/1933,South Africa,Australia,6,21,1933 Australia tour of South Africa,Kingsmead Cricket Ground,Durban,South Africa
8/12/1933,South Africa,Australia,12,3,1933 Australia tour of South Africa,Ellis Park Stadium,Johannesburg,South Africa
8/26/1933,South Africa,Australia,11,0,1933 Australia tour of South Africa,St George's Park,Port Elizabeth,South Africa
9/2/1933,South Africa,Australia,4,15,1933 Australia tour of South Africa,Springbok Park,Bloemfontein,South Africa
1/20/1934,Wales,England,0,9,1934 Home Nations Championship,Cardiff Arms Park,Cardiff,Wales
2/3/1934,Scotland,Wales,6,13,1934 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/10/1934,Ireland,England,3,13,1934 Home Nations Championship,Lansdowne Road,Dublin,Ireland
2/24/1934,Scotland,Ireland,16,9,1934 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/10/1934,Wales,Ireland,13,0,1934 Home Nations Championship,St Helen's,Swansea,Wales
3/17/1934,England,Scotland,6,3,1934 Home Nations Championship,Twickenham Stadium,London,England
8/11/1934,Australia,New Zealand,25,11,1934 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
8/25/1934,Australia,New Zealand,3,3,1934 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
1/19/1935,England,Wales,3,3,1935 Home Nations Championship,Twickenham,London,England
2/2/1935,Wales,Scotland,10,6,1935 Home Nations Championship,National Stadium,Cardiff,Wales
2/9/1935,England,Ireland,14,3,1935 Home Nations Championship,Twickenham,London,England
2/23/1935,Ireland,Scotland,12,5,1935 Home Nations Championship,Lansdowne Road,Dublin,Ireland
3/9/1935,Ireland,Wales,9,3,1935 Home Nations Championship,Ravenhill,Belfast,Ireland
3/16/1935,Scotland,England,10,7,1935 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
11/23/1935,Scotland,New Zealand,8,18,1935-36 New Zealand tour,Murrayfield,Edinburgh,Scotland
12/7/1935,Ireland,New Zealand,9,17,"1935–36 New Zealand rugby union tour of Britain, Ireland and Canada",Lansdowne Road,Dublin,Ireland
12/21/1935,Wales,New Zealand,13,12,"1935–36 New Zealand tour of Canada, Great Britain and Ireland",National Stadium,Cardiff,Wales
1/4/1936,England,New Zealand,13,0,"1935–36 New Zealand rugby union tour of Britain, Ireland and Canada",Twickenham,London,England
1/18/1936,Wales,England,0,0,1936 Home Nations Championship,St Helen's,Swansea,Wales
2/1/1936,Scotland,Wales,3,13,1936 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/8/1936,Ireland,England,6,3,1936 Home Nations Championship,Lansdowne Road,Dublin,Ireland
2/22/1936,Scotland,Ireland,4,10,1936 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/14/1936,Wales,Ireland,3,0,1936 Home Nations Championship,National Stadium,Cardiff,Wales
3/21/1936,England,Scotland,9,8,1936 Home Nations Championship,Twickenham Stadium,London,England
9/5/1936,New Zealand,Australia,11,6,1936 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand
9/12/1936,New Zealand,Australia,38,13,1936 Australia tour of New Zealand,Carisbrook,Dunedin,New Zealand
1/16/1937,England,Wales,4,3,1937 Home Nations Championship,Twickenham,London,England
2/6/1937,Wales,Scotland,6,13,1937 Home Nations Championship,St Helen's,Swansea,Wales
2/13/1937,England,Ireland,9,8,1937 Home Nations Championship,Twickenham,London,England
2/27/1937,Ireland,Scotland,11,4,1937 Home Nations Championship,Lansdowne Road,Dublin,Ireland
3/20/1937,Scotland,England,3,6,1937 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
4/3/1937,Ireland,Wales,5,3,1937 Home Nations Championship,Ravenhill,Belfast,Ireland
6/26/1937,Australia,South Africa,5,9,1937 South Africa tour of Australia and New Zealand,Sydney Cricket Ground,Sydney,Australia
7/17/1937,Australia,South Africa,17,26,1937 South Africa tour of Australia and New Zealand,Sydney Cricket Ground,Sydney,Australia
8/14/1937,New Zealand,South Africa,13,7,1937 South Africa tour,Athletic Park,Wellington,New Zealand
9/4/1937,New Zealand,South Africa,6,13,1937 South Africa tour,Lancaster Park,Christchurch,New Zealand
9/25/1937,New Zealand,South Africa,6,17,1937 South Africa tour,Eden Park,Auckland,New Zealand
10/17/1937,France,Italy,45,5,1937 FIRA Tournament,Parc des Princes,Paris,France
1/15/1938,Wales,England,14,8,1938 Home Nations Championship,Cardiff Arms Park,Cardiff,Wales
2/5/1938,Scotland,Wales,8,6,1938 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/12/1938,Ireland,England,14,36,1938 Home Nations Championship,Lansdowne Road,Dublin,Ireland
2/26/1938,Scotland,Ireland,23,14,1938 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/12/1938,Wales,Ireland,11,5,1938 Home Nations Championship,St Helen's,Swansea,Wales
3/19/1938,England,Scotland,16,21,1938 Home Nations Championship,Twickenham Stadium,London,England
7/23/1938,Australia,New Zealand,9,24,1938 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
8/6/1938,Australia,New Zealand,14,20,1938 New Zealand tour of Australia,Brisbane Exhibition Ground,Brisbane,Australia
